aspect,listing_id,score,text
空調冷氣,1021450200852935217,-6.0,長文。希望大家可避雷不受騙，因這次租住經驗，令我們對此平台大失信心<br/>網頁照片中的房間看起來相當整潔，但實際與照片有明顯落差，問題如下：<br/>1.大廈後樓梯沒關防火門，前往房間途中擺有疑似維修材料或建築廢料，安全與整潔上，視乎個人能否接受<br/>2.打開房門即有非常濃烈的水渠臭味混雜香薰，氣味刺鼻、令人不適
空調冷氣,1050356446213317733,-6.0,坦白說，看到照片跟實物，差異真的有點大！<br/>1）訂購前，看到由中山站步行是7分鐘就可以到達，到達中山站後，Google說要14分鐘！我聯絡房東他說搞錯了，7分鐘是他平常騎機車😮‍💨<br/>（最後步行了接近20分鐘，4人帶著4件行李，當中還有老人）我當下有被騙的感覺。<br/>2）民宿就在地面，是開門就讓其他人看
空調冷氣,36618830,-5.0,房源在地下室，沒有窗，只有冷氣，冬天不開冷氣會很悶，但開冷氣很冷，即使調整到29度除濕，還是會像18度。房間內撇除床頭櫃和抽屜，整體算正常乾淨，公共區域就看運氣了。<br/>第一次入住都是外國人的share house，才發現生活習慣真的不同，因為地下室回音大，室友們主要半夜2-4點活動，聲音非常大，雖然有提供耳塞可以
空調冷氣,40768674,-5.0,房間不大，但是還不錯，房門外就是飲水機，也有洗衣機跟烘衣機，沒看到房東說的旁邊有洗衣精，床跟枕頭蠻好睡的，不過隔音不太好<br/>另外，冷氣的濾網看起來已經很久沒清理，髒到外面直接看得到灰塵，導致冷氣吹起來不太涼，可惜了國際牌的冷氣，要調到20度才夠<br/>入住前有詢問能不能提早寄放行李，房東回覆說4點前會告知結果入
空調冷氣,1061622119845673206,-5.0,該民宿位置十分便利，附近就是大型商場，距離捷運站非常近 只要兩分鐘，大廈比較老舊 實際的住宿比照片上比較舊 但整體上還能接受 <br/>冰箱有剩下來的飲料沒清理，被子的被芯很髒及老舊，建議各位可以檢查，業主溝通迅速，回覆很快，而且可以提供一些優惠，建議租住前多爭取優惠喔<br/>唯一不能接受的是屋內三台空調都嚴重老舊，
空調冷氣,1129620946924887879,-5.0,小女兒整理行李，不慎將鑰匙收進大箱子，第一時間發現立即通知房東，由於時間過於緊湊，於是將鑰匙交託台北文華東方酒店櫃台，但房東宣稱遺失，執意要求1500元的重置費，並聲稱其鑰匙使用時間不到一年，但那鑰匙非常老舊，整棟大樓也是，樓下大門很重，如果你拿行李又要扶門是十分吃力的，但門上有告示，若震碎大門玻璃此處設有監控需要賠償
空調冷氣,1151338043107117869,-5.0,1樓1號房：離外面水溝很近，會有蟑螂爬進來，公共區有放蟑螂藥，所以會看到活蟑螂或已經死的蟑螂。通風管問題，遇到連續雨天，空調會飄出發霉或動物屍臭味，房間會有蒼蠅8-10隻。<br/>反應後房東提供二樓房間更換，用蒸氣煙霧處理氣味和蒼蠅問題，但處理後回去住又有同樣狀況，積極處理但效果有限。<br/>2樓4號房：大片窗戶面
空調冷氣,1173033343163558454,-5.0,入住很方便，位置也靠近林森北<br/>房子和照片相似度高，只是沒有照片裡看起來大<br/>屋主回應速度很快，有盡量幫忙解決一些問題<br/>房子衛生問題不是很好，房子裡有很多小蟑螂和小螞蟻<br/>第一天入住時就殺了很多蟑螂，被套和枕頭套有小塊污漬<br/>床單起球，後來屋主有來幫忙更換床單被套和更換蟑螂屋<br/>房
空調冷氣,1387177888048147007,-5.0,1.房東回覆訊息很慢，溝通非常困難<br/>2.已經到入住當天但是不給房間的密碼，我已經付款了…房東非常堅持一定要人到門口才要給密碼？然後airb&b無法聯絡到他！不回訊息，一定要加賴才給密碼？不太懂這所謂的堅持是什麼？後來是我朋友加賴房東才給密碼的，然後也是不跟我說密碼？！訂房人是我，不太明白為什麼不能知道密碼….<
空調冷氣,1415833109623867068,-5.0,地點是這個房源唯一明顯的優點，交通與周邊便利性不錯。但整體入住體驗與期待有明顯落差。<br/>入住期間最主要的問題是空調與整體氣味。房子內有持續且明顯的不良氣味像是臭襪子，但對居住舒適度影響很大。空調問題在入住期間曾配合清洗一次花了兩小時清洗 三小時低溫吹乾 總共五小時，過程相當耗時且造成不便，但問題仍未解決 還要我配
空調冷氣,1546440723908161040,-5.0,住宿體驗很差，房間的冷氣設定了20分鐘自動關閉，請問是有什麼問題？？付了住宿費還要給你限定開冷氣的時間，因此房間非常侷促。淋浴間與廁所頂部是相連，也沒有合理的抽風系統，沖涼期間會聞到其他房客上廁所的尿味，真的瘋掉了。告知了入住時間但房東並沒有在，要不是其他住客在場幫忙開門也無法進入。非常垃圾。
空調冷氣,5290265,-4.0,除了地理位置好和房東回覆快之外 ， 沒有什麼優點。<br/>入住當天，我們三點半到達，還在清潔中， 只好放下行李離開， 回來時近門口地上還有很多條頭髮。<br/>房屋很殘舊，洗手間很骯髒 ，浴缸有污漬， 冷氣機滴水， 冷氣蓋鬆開 ，看得出之前已經用膠條封 ，但一直沒有維修。 床褥太軟，枕頭量不足。<br/>有天早上還有
空調冷氣,18676657,-4.0,優點：<br/>地點很方便，距離西門町地鐵站步行5分鐘，房東指示清晰，很容易找到。<br/>樓下就有便利店及一些著名的食店。<br/>缺點：<br/>大廈有一定年紀，房子比較殘舊，但個人認為可以接受。<br/>隔音設施比較弱，會聽到鄰居經過時交談及拿取鎖匙的聲音，注重隔音的話要考慮這一點。<br/>另外有一點，很想稱讚
空調冷氣,21068935,-4.0,希望要訂這間房間的人都可以看看我的評論<br/>我不是奧客 <br/>也知道住airbnb本來就不能跟飯店比<br/>但這次的住宿體驗真的是我使用airbnb以來 <br/>住過最最最最差的房間<br/>優點1<br/>地點是真的很方便<br/>樓下就有便利商店 步行幾分鐘抵達西門町<br/>缺點1<br/>因為房間是
床與睡眠,4984328,-9.0,首先 住處在台北車站正對面 這是我選擇此處的最優先考量 review ratings 又很好 幾乎滿分 但入住後才知道 這些ratings都是假的 <br/><br/>屋主的回話很友善也迅速 我沒見到屋主 一切都以Wechat(微信)交談<br/><br/>但... 這屋內可使用的家具和用品 品質都非常的差 照
床與睡眠,998985290853647144,-7.0,首先，host沒有清楚說明本民宿所在樓層電梯根本無法直達，我們到達台北當天才被告知情況，以致我們需提著十分重的行李箱走一大段樓梯，最後一天走的時候差點發生意外，路人也看不下去想要出手幫忙。<br/>民宿雖鄰近西門町，但附近與其走廊總有一股屎臭味， 一入內即刻把所有燈打開也依然燈光昏暗。而且床頭燈的開關位置很不便，床頭燈
床與睡眠,11977286,-6.0,优点：位置真的很好，闹中取静，旁边就是忠孝复兴捷运站和远东sogo，楼下周边吃饭逛街外出都很方便。<br/>缺点：空调问题。1.空调真的很吵，特别是客厅的空调制冷开始的时候主机（应该是装在主人房大房外面）轰隆隆，主人房里面无法睡觉，后来跟房东反馈了，房东过来看过也没办法解决，就让我们放弃使用客厅空调，而且并没有感觉对方
床與睡眠,17347962,-6.0,房東還是比較熱情的，但房子比較陳舊，而且特別吵，四面都靠近高架橋，晚上不關窗戶根本不能睡，關了窗戶又很悶，有一股異味。房間衛生特別差，床單都是泛黃的，睡了之後渾身癢+過敏。淋浴間是三角形的，比較小，不方便轉身。房子在四樓，沒有電梯，不推薦攜帶大件行李的旅客入住。
床與睡眠,31814285,-6.0,我來自外地，很少上台北非常不熟，詢問地址給新北市，結果前往過去的時候我搭計程車，司機說沒有這個地方開車繞了一圈找地址，想說旅館給的總不可能假的吧？結果跟我說是台北才對⋯這種事情因該是不該發生的，沒想過外地人的感受，進房後發現照片看起來很大結果很小間，進門後有怪味，隔音差爆睡覺睡到一半被隔壁的床震吵醒，各位自己鄭重考慮
床與睡眠,1050356446213317733,-6.0,坦白說，看到照片跟實物，差異真的有點大！<br/>1）訂購前，看到由中山站步行是7分鐘就可以到達，到達中山站後，Google說要14分鐘！我聯絡房東他說搞錯了，7分鐘是他平常騎機車😮‍💨<br/>（最後步行了接近20分鐘，4人帶著4件行李，當中還有老人）我當下有被騙的感覺。<br/>2）民宿就在地面，是開門就讓其他人看
床與睡眠,21068935,-5.0,希望要訂這間房間的人都可以看看我的評論<br/>我不是奧客 <br/>也知道住airbnb本來就不能跟飯店比<br/>但這次的住宿體驗真的是我使用airbnb以來 <br/>住過最最最最差的房間<br/>優點1<br/>地點是真的很方便<br/>樓下就有便利商店 步行幾分鐘抵達西門町<br/>缺點1<br/>因為房間是
床與睡眠,21083767,-5.0,房東人很好，原本說好是由我去領取鑰匙，但臨時有事，由他人代替，也順利完成聯絡。<br/>房間空間小、狹長而窄，冷氣直吹床頭，若是倒睡，則十分的悶，整個房間很悶，對於夏季入住的房客，是個問題。房間只有一個小窗戶，冷氣似乎偏舊，並不通風。有提供電風扇，但電風扇運轉時會發出聲音，有點吵。<br/>浴室沒有乾濕分離，如果沖澡動
床與睡眠,39638768,-5.0,我是在网上找到的房源，看到之前住户的評价都説他家交通便利，房间整潔乾淨，空间也合适，房東亲切回复快速，于是就预定长达1个多月（6/6-7/11）房间，以上皆屬实， 但確万万沒想到我入住的第一晩就被冷氣室外机噪音吵到無法入睡，立卽和房東反應，她讓我把冷氣調至低檔風速試試，我調过，但噪音聲依舊很大聲，我甚至关掉了冷氣也無法
床與睡眠,44201965,-5.0,1. 廚房有螞蟻到處爬<br/>2. 靠近窗戶的床，棉被裡有被壓死的小蟑螂，導致我朋友無法安心入睡，那晚只能蓋著自己外套躺在棉被上面睡覺<br/>3. 靠近窗戶(鞋子裝飾那面)的另一張床有黑色印子，不確定是吸塵器或者是鞋印<br/>4. 一進到廁所聞到霉味<br/>5. 樓下一樓開趴開到凌晨，嚴重吵到我們，請問房東您知
床與睡眠,885261234475194123,-5.0,基本上都沒有問題，只是棉被的被芯是整個泛黃，枕頭枕芯也是泛黃，床是上掀式，裡面擺滿反黃的枕頭，棉被，地板有多處毛髮，若要前往住宿的人建議自己帶棉被，另外冷氣會發出異音，也不能超過24度，兩萬七真不推！
床與睡眠,1015925132668303279,-5.0,位置很方便，週圍有很多便利店<br/>兩張床很適合一家人，不過床上有毛髮，是不可接受的，請改善，兩部冷氣機聲音太大，難以入睡<br/>，深夜時旁邊的住客，嘈吵的聲音也影響睡眠，最差勁一點是洗手間馬桶的去水，長期漏水，每次需要徒手把去水蓋蓋上才能儲水，嚴重影響住客衛生及住宿。廚房的櫃內也有一點小昆蟲，應該是退房後沒有檢查
床與睡眠,1107264617876666639,-5.0,"就在西門町，對面是DONKI, 旁邊是誠品、老天祿，所有想吃的想喝想買的都非常近，從西門町6號出口走5-10分鐘就到了。所有用品都十分齊全，洗衣機有烘乾功能，帶換洗衣服就可以住了。有兩間睡房，各有一張雙人床，住4個人都沒問題。只有一個睡房有窗戶，因為不是對着大街，晚上睡覺不吵。浴室是乾濕分離，有吹風機，水壓非常好，抽濕"
床與睡眠,1579004454624577392,-5.0,優點：<br/>房源位置很好，鄰近西門町，出行方便。<br/>房間的電路系統極其危險！入住期間發生了短路，導致房東轉接頭當場被高溫熔斷、燒毀，金屬插腳直接斷裂掉落！這存在極大的火災與觸電風險，住在裏面連基本的人身安全都無法保障，非常恐怖！<br/>缺點：<br/>實際房間較陳舊，與網上照片落差極大。<br/>衛生極差：
床與睡眠,1701140,-4.0,枕頭和床單上有頭髮，角落處有滿多灰塵，隔音很差，隔壁房客在吵架，半夜被吵醒兩三次...唯一的優點是地點很方便，價錢不貴，如果只是想找個地方睡一晚，還可以接受
床與睡眠,2263430,-4.0,*Worst Airbnb experience ever!!!* 這間Airbnb 質素真的令人非常非常非常失望！ 這次台北旅程，我們是三個媽媽和五個小孩，因為帶小孩來參加夏令營。所以這次居住在內湖的房子共15天，但我們對於這次預訂的房子有很多不滿意的地方。敬請你們能夠嚴格地檢驗這個房子的描述。 首先，這個房子描述有
床與睡眠,10650328,-4.0,房子噪音很大，隔音也差，半夜隔壁屋会来敲门投诉床垫也是塌的很软睡的不舒服，被子有污渍，房间物品上都是灰尘，浴室没有垃圾桶，地板也很脏，非常不舒适
床與睡眠,15966400,-4.0,拖着被太阳晒伤的脚饿着肚子在台北车站找网页上描述的Z8出口找了一个小时。最后好不容易到地面上了又联系不上房东，后来联系上后房东没有告诉我们房子的具体位置，而是让我们在原地等他来，见面后他告诉我们这个房子马桶坏了，要跟我们调到另外一个楼的房子里面去，所以我们没有能进入到我们所定的有三张床的巨大六人房，因饿着肚子且在台北仅
床與睡眠,19842055,-4.0,很有經驗及友善的房東，地點和房內設置都很喜歡。但樓上住戶和其他戶大力關門會發出強烈噪音影響睡眠，這無法避免，睡眠較敏感者請務必自備耳塞
床與睡眠,20083682,-4.0,"房间小:到我第二天就离开了，小到他不退款我还是选者离开的程度。I booked 4 nights with him, left second day even we can’t get our refund! Because the room toooooo SMALL. We carried 2 luggages a"
床與睡眠,34433541,-4.0,整體都很好 地方夠大 有4間房 一個係套廁 ， 水力熱水都無問題。 電視都可接駁到YouTube 聽歌睇戲 有露台空間 美中不足係有一張床褥壞咗 所以開左梳化床睡覺 但相信係之前入住小朋友不停跳床 跳到彈弓壞掉 ， 希望日後再有小朋友入住時候 家長都要制止行為 。 <br/>地點好近鐵路站 樓下有便利店 仲有好食西餐 
床與睡眠,40710555,-4.0,"I have been to Taipei many times and always used airbnb.    Never imaged such a horrendous place could be listed on airbnb for rent<br/>First of all, the overal"
床與睡眠,40934739,-4.0,民宿设施应有尽有<br/>+免治马桶<br/>+空调（冷，温）<br/>+酒店级别床单，棉被 (目前我睡过最舒服的床）<br/>+在西门町附近<br/>赞啦 ⭐⭐⭐⭐⭐
床與睡眠,46682193,-4.0,菸味重 樓下噪音吵<br/>建議睡前去樓下喝幾杯再上來睡覺
衛浴熱水,905593286536854555,-9.0,很舊的樓宇，大廈很骯髒，入到單位是劏房，隔音很差，隔離說什麼都聽得很清楚，沒有主動指示水機及廚房在那裡，我到了最後一晚才知道，紙巾質料很差粗糙，還會掉紙碎，浴室熱水時熱時冷，浴室檯階十分高，室內的洗衣機是壞的，性價比不高，唯一可取是房間乾淨，選擇得西門町住宿交通及食店是一定方便的。我住過咁多次民宿從來未住過劏房，這是最
衛浴熱水,7312737,-7.0,一進房間就聞得到一股下水道、臭水溝的味道⋯ 還沒有洗澡之前就發現浴室的嚴重漏水問題。浴室燈也是壞掉的，不知道會砸到誰。一個晚上都沒洗澡，早上起來看了浴室地上都是積水。房源到士林捷運站很近、床品也還可以⋯ 但入住體驗很差。不會再來。
衛浴熱水,16194730,-6.0,洗澡的熱水很難控制，出熱水也比較差，幾乎是沒有熱水！
衛浴熱水,32577066,-6.0,於五月尾住了四晚，房子很近捷運站，附近有便利店及早上有些賣早餐的小店子。屋子和相片差不多，唯一比較差一點就是每天大約四，五點廚房會有一陣很臭的味道傳出來，可能是廚房的渠位跟其他渠位互通，但不明白為什麼每天都是差不多時間就有臭味傳出來。另一個可以改善的就是浴室的熱水問題，因為此屋有三個房間，如果多人入住的話，像我們一行五
衛浴熱水,850491953666122174,-6.0,Henry非常友好，有禮，回覆快速，也樂於幫忙。不過房間相比我的期待有落差，也許是我運氣不好。<br/>地點靠近市中心，很方便，但樓下是餐廳，入口有些擁擠。7樓的房間是在原先的房子頂部搭建，所以建材較薄，隔音較差。<br/>比起照片，房間大小尚可，實際的裝潢更老舊一些，整體還算整潔。浴室浴簾和磚牆縫隙有輕微發霉現象，有
衛浴熱水,885114025053757760,-6.0,Naomi的團隊的確是很友善也很快速回覆。但對我來說有2個很重要的問題我覺得房東應該要在房間描述中寫出來，因為要是早知道房間有這樣的問題我大概不會考慮這間bnb。<br/>首先其中2個房間中間相連著的牆有一個「大洞/大窗口」是沒有封起的，只用一個窗簾隔開。我們其中一個人睡覺的嚴重鼻鼾聲會直接傳到另一間房。我們訂4間房就
衛浴熱水,991706538707348738,-6.0,離捷運站滿近的，晚上旁邊有類似夜市的晴光商圈，東西很好吃，樓下的控肉飯也很好吃。<br/>房間隔音非常差，隔壁的人開關門，用一般音量講話，我在房間內都聽得一清二楚，冷氣是中央空調，不能準確的調節溫度，只能選擇風涼123的大小而且聲音很大，晚上吵到只能關冷氣睡覺。廁所異味很重，必須要蓋上馬桶蓋關上廁所門。
衛浴熱水,1171322165007641853,-6.0,地點是方便的，步行到西門町捷運站大概10分鐘。<br/>根據描述，入住房間很方便，但我不怎麼覺得。我已預早告知房東晚上七時到達。我本以為是用密碼鎖入門，所以入住當天沒特別查看Airbnb app 信息反正還沒到。房東好幾次發信息，甚至Whats app 我，很像很緊急的要知道我何時到達，他説要安排接待人員在指定地點接待
衛浴熱水,1335239963215804866,-6.0,熱水不熱！ 熱水不熱！ 熱水不夠熱 ！天氣很冷 洗澡還要發抖，我連住3晚有跟房東反應熱水不熱的問題，房東隔天說有調高溫度，最後一天確實溫度是高真的有熱水了，但前兩晚熱水真的不熱……這三晚我都是凌晨才洗澡， 就是熱水溫度不夠熱，房間壁紙感覺有點舊 ，有免費提供洗衣、烘衣、曬衣服和熨斗可以燙衣服
衛浴熱水,1415764843551798096,-6.0,挺好的 有電梯。近中山站，與台北站有點遠。位置算方便。<br/>整體很好。洗衣機有乾衣功能很好。儲水式熱水爐，也沒有想像中那麼容易沒有熱水。沖涼完全冇問題。<br/>廁所淋浴間沒有分隔，廁所很容易很濕。<br/>被子唔夠大張，同朋友瞓要好close
衛浴熱水,1446952513821648422,-6.0,熱水爐經常沒有熱水！沖沖下涼突然無左熱水 要等10min以上 冷氣機滴水！！！
衛浴熱水,646629,-5.0,"The two nights stay was awful, the worst thing is the bathroom smells really bad. The bathroom is a closed space, eventhough it do has windows, but the window i"
衛浴熱水,31032634,-5.0,住房體驗非常差，超極大地雷！<br/>房屋的狀況很舊，牆壁都斑駁了，房間內有小蒼蠅（桌子上、牆上都很多屍體）。<br/>地板、地毯上很多頭髮與細毛，餐具上有灰塵，我們要check in時房東才在掃門口的地板，沒有認真打理過的感覺，非常不用心！<br/>至於被子與枕頭睡了會過敏，櫃子裡的枕頭與棉被都泛黃了。<br/>冰箱
衛浴熱水,31066666,-5.0,公共空間都是尿騷味<br/>廁所感覺像從來沒有清過<br/>整個髒死又臭<br/>馬桶整個都是黴菌跟尿垢<br/>真的無法形容多噁心
衛浴熱水,42300382,-5.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
衛浴熱水,49854610,-5.0,很公道的說，這旅館的好壞參半，如果大家之後會入住可以參考一下，做個心理準備^^<br/>好：價錢相對便宜<br/>位置方便，住所附近就有捷運站了<br/>壞（個人覺得）：晚上噪音挺大的<br/>浴室沒有浴簾，浴室樓底太低，浴室去水口有小昆蟲，最最最接受不到是廁所廁紙需要另外掉進垃圾桶<br/>總結而言它的價格與表現是正
衛浴熱水,738100326869925778,-5.0,地方寬敞，設施齊備，提供的物品充足，冷氣強勁。<br/>客廳沙發夠舒服，電視有不同頻道選擇。<br/>廚房餐具鍋具乾淨充足，雪櫃夠大也夠冷。<br/>四間睡房都足夠大，床也寬敞。<br/>附近有超市和超商，買宵夜很方便。<br/>距離地鐵站算近，交通也算方便。<br/>溝通清晰，對於不太熟悉台灣的遊客會熱心幫忙。<br
衛浴熱水,938318777772448534,-5.0,回覆快速，位置便利，鄰近捷運站，附近有很多餐廳，便利店，商店購物。<br/>Check-in時間需要在四時至八時才可以進入，到達時可以提早1小時告知將會在五時多到達，怎料房主表示因為未有時間清理，結果等到晚上七時多才清潔完成，可以check-in房間，實在十分不便，我付了一天的房錢，結果大半天就沒有了。。。<br/>b
衛浴熱水,969342052845830337,-5.0,"位置方便:機場捷運約6分鐘到, 到中山站約6分鐘, 舊房沒有電梯,要上一層樓梯,有長者要留意<br/>設備問題:電視無法使用; 主人房冷氣使用時每10分鐘左右會有大響聲,就寢需關上冷氣; 沒有窗簾,早上會光醒; 電熱水爐, 女士表示冬天不夠熱水; 有蟲<br/>隔音問題: 十分差, 有人播放音樂至晚上11時,全屋都會聽"
衛浴熱水,1156312113078106422,-5.0,房間空間算大，不過房間跟浴室的照片跟實際空間有點落差，熱水器忽冷忽熱，且入住時打掃不到位，地上有殘留灰塵毛髮等髒東西，不過房東還算積極也願意處理，提前退住，希望將一些基本面東西處理好，會是不錯的房源
衛浴熱水,1161381821705999160,-5.0,"I stayed here from 16 Feb to 22 Feb, and unfortunately, I cannot recommend this property due to several maintenance and safety issues.<br/>First and foremost, t"
衛浴熱水,1627532048157192007,-5.0,預訂了4晚的住宿，但我只睡了一晚就頂不住要另外再訂飯店。<br/>缺點<br/>1：洗手間有非常大的臭味（應該是下水道的味道），整間民宿也會聞得到。<br/>2：水壓十分不足。<br/>3：我晚上十二點洗澡，不足十分鐘突然沒有了熱水（真的是突然沒有熱水，不是漸漸的冷掉那種），差不多十五分鐘後才回復。<br/>4：浴缸瓷
衛浴熱水,5117935,-4.0,房東友善，主動告知房鎖如何使用。<br/>浴室乾濕分離拉門壞了，無法關上。<br/>淋浴間排水堵塞。<br/>床單上有掌印。<br/>雖然舊建築，但算是乾淨。<br/>謝謝服務！
衛浴熱水,13034881,-4.0,其實在出發前一直以whatsapp聯絡十分愉快，也為我們設計行程時給予我們很多寶貴意見，而我們當中有長者，宿主也為我們張羅小膠椅方便長者洗澡之用，在出發我們表示擔心我們的孩子會產生嘈音，但他們也表示會諒解。但不明白第一天接我們返民宿的人員，表現十分不禮貌及生氣，指令式要我們安靜，態度也嚴厲，使我們很詫異。<br/>設施
房東服務,28039885,-8.0,當天check in時，房間有一股殺蟲劑的味道，但不至於到太誇張，想說開了窗戶跟冷氣通風一下，過了1個小時，房內的味道越來越刺鼻，整個都是蟑螂藥的味道，很不舒服，但一次預訂了2天，還是硬著頭皮睡了⋯<br/>隔天房東，都有主動詢問入住狀況，也有當下反應給房東，得到的是跟清潔公司反應😂<br/>或許是清潔房子的時候使用清
房東服務,18676657,-7.0,優點：<br/>地點很方便，距離西門町地鐵站步行5分鐘，房東指示清晰，很容易找到。<br/>樓下就有便利店及一些著名的食店。<br/>缺點：<br/>大廈有一定年紀，房子比較殘舊，但個人認為可以接受。<br/>隔音設施比較弱，會聽到鄰居經過時交談及拿取鎖匙的聲音，注重隔音的話要考慮這一點。<br/>另外有一點，很想稱讚
房東服務,6554371,-6.0,自助Check in/out很方便，地點在北車交通便利，房間空間寬敞，彈簧床還蠻好睡。<br/>廁所有異味，馬桶水路有問題造成廁所無法使用，致電房東後，房東表示馬上處理並同意退回部份房租。房東態度負責，但建議妥善處理馬桶問題杜絕再次發生。
房東服務,20989755,-6.0,1.房間內部擺設如照片<br/>2.陽台照片沒拍到的地方有些雜物，陽台空間非常非常狹小，不如不要擺桌子<br/>3.照片都是白天拍的還有調過亮度，走廊完全不一樣，是不同的地方，實際的走廊即使是白天仍非常陰暗，天黑之後更是暗得深不見底<br/>4.從一樓開始到房間裡的廁所，所有經過的門都非常老舊，難關難開難鎖<br/>5
房東服務,21854628,-6.0,水壓很小 洗衣機出現問題告知房東房東卻先質疑我們 雖然後續有過來幫我們處理 <br/>房間沒有提供暖氣 只有客廳 <br/>房東回覆慢 會已讀不回 體驗差
房東服務,782192266563228426,-6.0,這個旅居地點很好～市政府站3/4號出口慢慢走路回去只需10分鐘～附近因為是松山文創區～到處都是很文青的cafe跟好吃的餐廳～還有很多飲料店～有7-11跟familymart～再走10分鐘還有全聯超市～超讚～<br/>旅居相片沒有拍攝到屋內有爬上閣樓的7級梯級，還有進大門後向下3級梯級往客廳～不太適合有老人家的家庭～因為
房東服務,903127284776667470,-6.0,入住手續簡單，房東也很快就回覆，原本預約的房間因為冷氣壞了房東立刻幫我換成其他房間，而且不用等馬上可以入住，超級棒！附近餐廳也算蠻多的，又有便利商店。從捷運站開始走出去大概5分鐘左右吧，不用走很久，路線也是非常方便的！
房東服務,1064148625996539032,-6.0,如果只是短暫住個一兩天，我個人是覺得還可以，但如果你是長租這邊的空氣並不是太好，而且後門有很多老鼠，房子裡面濕氣太重，感覺很容易漏水，地板也不夠平整，廁所很多發霉的地方，個人覺得這個房源好的地方只有他的位置，房東的服務再收錢以後都回覆的很慢，房子哪裡有問題他可能無法處理，也會期望你要忍受，不會主動解決問題，總之不是很推
房東服務,1319884925333000797,-6.0,一開始直接要求另外加line聯繫但回覆速度不佳，入住與退房流程繁瑣，只能4-6點入住（最早可3點），6-9點入住的話要付接待人員加班費1000元，因行程關係很難安排，溝通繁瑣很麻煩<br/>無提供一次性牙刷牙膏、沐浴乳洗髮乳、毛巾、洗衣精，房源介紹與入住前說明無特別提及導致還特別去附近買<br/>冷熱水有點難調整、廚房
房東服務,1415864882899862548,-6.0,入住過程非常順利簡單<br/>房間空間足夠 外面還有公用的客廳 有冰箱 洗衣機等 我們都沒有使用到<br/>有任何問題找房東 他都很及時回覆我們<br/>淋浴間的去水很慢 找房東處理 他都能馬上找人來處理<br/>如果喜歡洗比較熱的熱水澡的話 它的水壓會非常不夠<br/>淋浴間的天花 因為潮濕關係所以發霉 入住的第二天
房東服務,974953211216896407,-5.0,Rex 回覆我所有問題都很快，第一天發現冷氣機有點吵。向他回應後，他提議幫我先安裝風扇及建議我如何改善。及後在最後一晚回到旅居發現冷氣壞了，他們立即過來解決。最終都能令冷氣回覆正常，而且他們主動讓我延遲退房及提出退款給我作賠償。他是個負責任的旅居主人，以後有機會一定再住進他的旅店。<br/>p.s. 我們沒有要他們退款
房東服務,996140822575146404,-5.0,租了三天兩夜for工作出差。<br/>整體唯一感激的，這三天台灣都暴雨，臨走一天問房東可否遲20分鐘checkout ，房東他答應。這點我們是很感激的。<br/>除此之外，所有東西整體體驗都很差。這是我第二次使用Airbnb，首先我們飛機延遲到達民宿已經晚上11點多，很黑沒有燈，而且民宿是使用電子鎖。電子鎖感應很差，我
房東服務,1226104798100188046,-5.0,首先感謝房東積極的溝通協調，快速回覆，讓問題可以很快被解決!<br/>我們入住了兩周，整體來說是一個地點佳、價格合理的住宿房間，不過有幾點是可以特別提出注意的<br/>1. 房源與其他三間房間共用浴廁(房東訂房前已說明)，在其他房間沒有住滿的期間使用起來還可以，我們待的最後一周四房皆住滿，因此在使用上有些不方便，尤其其
房東服務,1701140,-4.0,地理位置真的很優越，就是新光三越對面，中山站3出口旁邊。離臺北車站也可以用走路的。房東一直沒有出現，都是用微信聯繫，不過都有好好幫我解決各種問題，包括我去哪看電影或者去哪坐機場巴士，只要提問都有幫助我，很好的房東。有一晚房間冷氣出現問題，實在太夜已經超過房東服務時間，可房東凌晨5點多發現微信留言後立馬回覆了我。等我早上
房東服務,13034881,-4.0,地點位置好，跟捷運站很近，附近有7-11很方便。<br/>可是很多蚊子，是超級超級超級多吧！之前看到租客評論有很多蚊子，房東回應說已解決問題，心想問題應該不大，我相信房東是誠實麻，可是這一點令我失望了，入住經驗得出：已經把所有窗都緊緊關上，每次外出和進門都盡快跑進或跑出都有蚊子跑進去，可見蚊子問題真係很嚴重，有家人被叮
房東服務,15035792,-4.0,Grace的房屋就跟照片上的一樣，沒有落差，非常漂亮與寬敞，是個非常棒的房屋。且鄰近捷運站，步行大約5分鐘就到了，是個地理位置與房屋設施皆很理想的房屋。雖然發生了第一天吹風機無法使用的小意外，但房東第二天馬上就幫我們解決了這個問題，服務真的是沒話說。
房東服務,19684277,-4.0,雖然到的時候有遇到一些小問題<br/>短暫聯絡不到房東還有一點擔心無法入住<br/>不過後來就沒有問題<br/>溝通回覆速度也不錯<br/>房間也跟圖片一模一樣<br/>附近也很便利<br/>朋友也都玩得蠻開心<br/>還是很感謝房東🥳<br/>遇到問題也都會熱心幫忙<br/>會推薦朋友入住👍🏻👍🏻👍🏻
房東服務,22868412,-4.0,只建議早上8點起床的人入住，因為房間完全正對地盤，入住19晚 即使帶了耳塞也有一大半時間睡眠不足，因為無法預計地盤哪天會打樁，所以房東也無法解決這個問題。<br/>房間整體清潔還可以，房東回覆友善只不過處理速度較慢，最好提前兩天通知。最值得讚揚的是交通方便，巴士路線多。
